0.02176729 0.694214 0.6489093 0.3510907 -0.39628
0.02159301 0.705347 0.6462459 0.3537541 -0.798253
0.02175044 0.709595 0.6263303 0.3736697 -0.428531
0.02206538 0.709058 0.6453209 0.3546791 -0.0374739
0.02212465 0.712134 0.6368077 0.3631923 -0.0116736
0.02209377 0.708569 0.6388493 0.3611507 -0.0232846
0.02184904 0.706079 0.6223456 0.3776544 -0.258649
0.02211773 0.777026 0.555227 0.444773 -0.0139282
0.02275978 0.773706 0.581138 0.418862 -0.589014
0.02274747 0.784741 0.5739554 0.4260446 -0.563673
0.02221014 0.748267 0.6044206 0.3955794 -0.00023303
0.0221812 0.741773 0.6138883 0.3861117 -0.000701768
0.02195168 0.714087 0.6310986 0.3689014 -0.128479
0.02197603 0.714624 0.6283221 0.3716779 -0.104336
0.02218184 0.695435 0.6609031 0.3390969 -0.000654007
0.02166775 0.713599 0.6268543 0.3731457 -0.607042
0.02195463 0.741431 0.5774908 0.4225092 -0.125417
0.02303148 0.73147 0.6015555 0.3984445 -1.28485
0.02298804 0.77561 0.5773989 0.4226011 -1.15845
0.0228726 0.755591 0.5926808 0.4073192 -0.848194
0.02299048 0.747681 0.5986625 0.4013375 -1.16543
0.0228735 0.733276 0.616631 0.383369 -0.850429
0.02203449 0.735815 0.5868482 0.4131518 -0.0567645
0.02202408 0.714038 0.5893803 0.4106197 -0.0641702
0.02225639 0.761304 0.5306834 0.4693166 -0.00673658
0.0216153 0.750513 0.5341945 0.4658055 -0.738224
0.02119959 0.709741 0.6530273 0.3469727 -2.27208
0.02119921 0.75144 0.6270438 0.3729562 -2.27389
0.0218506 0.738062 0.633664 0.366336 -0.256316
0.02252107 0.73894 0.6160941 0.3839059 -0.202685
0.02231394 0.739868 0.6441541 0.3558459 -0.0272266
0.02269755 0.750073 0.6176534 0.3823466 -0.467127
0.02258876 0.76189 0.5988376 0.4011624 -0.290939
0.02261868 0.764917 0.5981579 0.4018421 -0.334998
0.02256946 0.752515 0.6089117 0.3910883 -0.264194
0.02233263 0.765698 0.5881155 0.4118845 -0.0367683
